"CELL30M","ISO3","X","Y"
"115580","NGA","10.25","9.75"
"115581","NGA","10.75","9.75"
"115582","NGA","11.25","9.75"
"115583","NGA","11.75","9.75"
"115584","NGA","12.25","9.75"
"115585","NGA","12.75","9.75"
"115586","CMR","13.25","9.75"
"115587","CMR","13.75","9.75"
"115588","TCD","14.25","9.75"
"115589","TCD","14.75","9.75"
"115590","TCD","15.25","9.75"
"115591","TCD","15.75","9.75"
"115592","TCD","16.25","9.75"
"115593","TCD","16.75","9.75"
"115594","TCD","17.25","9.75"
"115595","TCD","17.75","9.75"
"115596","TCD","18.25","9.75"
"115597","TCD","18.75","9.75"
"115598","TCD","19.25","9.75"
"115599","TCD","19.75","9.75"
"115600","TCD","20.25","9.75"
"115601","TCD","20.75","9.75"
"115602","CAF","21.25","9.75"
"115603","CAF","21.75","9.75"
"115604","CAF","22.25","9.75"
"115605","CAF","22.75","9.75"
"115607","SDN","23.75","9.75"
"115608","SDN","24.25","9.75"
"115609","SDN","24.75","9.75"
"115610","SDN","25.25","9.75"
"115611","SDN","25.75","9.75"
"115612","SDN","26.25","9.75"
"115613","SDN","26.75","9.75"
"115614","SDN","27.25","9.75"
"115615","SDN","27.75","9.75"
"115616","SDN","28.25","9.75"
"115617","SDN","28.75","9.75"
"115618","SDN","29.25","9.75"
"115619","SDN","29.75","9.75"
"115620","SDN","30.25","9.75"
"115621","SDN","30.75","9.75"
"115622","SDN","31.25","9.75"
"115623","SDN","31.75","9.75"
"115624","SDN","32.25","9.75"
"115625","SDN","32.75","9.75"
"115626","SDN","33.25","9.75"
"115627","SDN","33.75","9.75"
"115628","ETH","34.25","9.75"
"115629","ETH","34.75","9.75"
"115630","ETH","35.25","9.75"
"115631","ETH","35.75","9.75"
"115632","ETH","36.25","9.75"
"115633","ETH","36.75","9.75"
"115634","ETH","37.25","9.75"
"115635","ETH","37.75","9.75"
"115636","ETH","38.25","9.75"
"115637","ETH","38.75","9.75"
"115638","ETH","39.25","9.75"
"115639","ETH","39.75","9.75"
"115640","ETH","40.25","9.75"
"115641","ETH","40.75","9.75"
"115642","ETH","41.25","9.75"
"115643","ETH","41.75","9.75"
"115644","ETH","42.25","9.75"
"115645","ETH","42.75","9.75"
"115646","ETH","43.25","9.75"
"115647","SOM","43.75","9.75"
"115648","SOM","44.25","9.75"
"115649","SOM","44.75","9.75"
"115650","SOM","45.25","9.75"
"115651","SOM","45.75","9.75"
"115652","SOM","46.25","9.75"
"115653","SOM","46.75","9.75"
"115654","SOM","47.25","9.75"
"115655","SOM","47.75","9.75"
"115658","SOM","49.25","9.75"
"115712","IND","76.25","9.75"
"115713","IND","76.75","9.75"
"115714","IND","77.25","9.75"
"115715","IND","77.75","9.75"
"115716","IND","78.25","9.75"
"115717","IND","78.75","9.75"
"115718","IND","79.25","9.75"
"115719","LKA","79.75","9.75"
"115720","LKA","80.25","9.75"
"115721","LKA","80.75","9.75"
"115756","MMR","98.25","9.75"
"115757","THA","98.75","9.75"
"115758","THA","99.25","9.75"
"115759","THA","99.75","9.75"
"115760","THA","100.25","9.75"
"115769","VNM","104.75","9.75"
"115770","VNM","105.25","9.75"
"115771","VNM","105.75","9.75"
"115772","VNM","106.25","9.75"
"115773","VNM","106.75","9.75"
"115796","PHL","118.25","9.75"
"115797","PHL","118.75","9.75"
"115804","PHL","122.25","9.75"
"115805","PHL","122.75","9.75"
"115806","PHL","123.25","9.75"
"115807","PHL","123.75","9.75"
"115808","PHL","124.25","9.75"
"115809","PHL","124.75","9.75"
"115810","PHL","125.25","9.75"
"115811","PHL","125.75","9.75"
"115812","PHL","126.25","9.75"
"115836","FSM","138.25","9.75"
"116111","CRI","-84.25","9.25"
"116112","CRI","-83.75","9.25"
"116113","CRI","-83.25","9.25"
"116114","PAN","-82.75","9.25"
"116115","PAN","-82.25","9.25"
"116116","PAN","-81.75","9.25"
"116118","PAN","-80.75","9.25"
"116119","PAN","-80.25","9.25"
"116120","PAN","-79.75","9.25"
"116121","PAN","-79.25","9.25"
"116122","PAN","-78.75","9.25"
"116123","PAN","-78.25","9.25"
"116124","PAN","-77.75","9.25"
"116127","COL","-76.25","9.25"
"116128","COL","-75.75","9.25"
"116129","COL","-75.25","9.25"
"116130","COL","-74.75","9.25"
"116131","COL","-74.25","9.25"
"116132","COL","-73.75","9.25"
"116133","COL","-73.25","9.25"
"116134","VEN","-72.75","9.25"
"116135","VEN","-72.25","9.25"
"116136","VEN","-71.75","9.25"
"116137","VEN","-71.25","9.25"
"116138","VEN","-70.75","9.25"
"116139","VEN","-70.25","9.25"
"116140","VEN","-69.75","9.25"
"116141","VEN","-69.25","9.25"
"116142","VEN","-68.75","9.25"
"116143","VEN","-68.25","9.25"
"116144","VEN","-67.75","9.25"
"116145","VEN","-67.25","9.25"
"116146","VEN","-66.75","9.25"
"116147","VEN","-66.25","9.25"
"116148","VEN","-65.75","9.25"
"116149","VEN","-65.25","9.25"
"116150","VEN","-64.75","9.25"
"116151","VEN","-64.25","9.25"
"116152","VEN","-63.75","9.25"
"116153","VEN","-63.25","9.25"
"116154","VEN","-62.75","9.25"
"116155","VEN","-62.25","9.25"
"116156","VEN","-61.75","9.25"
"116157","VEN","-61.25","9.25"
"116158","VEN","-60.75","9.25"
"116252","GIN","-13.75","9.25"
"116253","GIN","-13.25","9.25"
"116254","SLE","-12.75","9.25"
"116255","SLE","-12.25","9.25"
"116256","SLE","-11.75","9.25"
"116257","SLE","-11.25","9.25"
"116258","SLE","-10.75","9.25"
"116259","GIN","-10.25","9.25"
"116260","GIN","-9.75","9.25"
"116261","GIN","-9.25","9.25"
"116262","GIN","-8.75","9.25"
"116263","GIN","-8.25","9.25"
"116264","CIV","-7.75","9.25"
"116265","CIV","-7.25","9.25"
"116266","CIV","-6.75","9.25"
"116267","CIV","-6.25","9.25"
"116268","CIV","-5.75","9.25"
"116269","CIV","-5.25","9.25"
"116270","CIV","-4.75","9.25"
"116271","CIV","-4.25","9.25"
"116272","CIV","-3.75","9.25"
"116273","CIV","-3.25","9.25"
"116274","CIV","-2.75","9.25"
"116275","GHA","-2.25","9.25"
"116276","GHA","-1.75","9.25"
"116277","GHA","-1.25","9.25"
"116278","GHA","-0.75","9.25"
"116279","GHA","-0.25","9.25"
"116280","GHA","0.25","9.25"
"116281","TGO","0.75","9.25"
"116282","TGO","1.25","9.25"
"116283","BEN","1.75","9.25"
"116284","BEN","2.25","9.25"
"116285","BEN","2.75","9.25"
"116286","NGA","3.25","9.25"
"116287","NGA","3.75","9.25"
"116288","NGA","4.25","9.25"
"116289","NGA","4.75","9.25"
"116290","NGA","5.25","9.25"
"116291","NGA","5.75","9.25"
"116292","NGA","6.25","9.25"
"116293","NGA","6.75","9.25"
"116294","NGA","7.25","9.25"
"116295","NGA","7.75","9.25"
"116296","NGA","8.25","9.25"
"116297","NGA","8.75","9.25"
"116298","NGA","9.25","9.25"
"116299","NGA","9.75","9.25"
"116300","NGA","10.25","9.25"
"116301","NGA","10.75","9.25"
"116302","NGA","11.25","9.25"
"116303","NGA","11.75","9.25"
"116304","NGA","12.25","9.25"
"116305","NGA","12.75","9.25"
"116306","CMR","13.25","9.25"
"116307","CMR","13.75","9.25"
"116308","CMR","14.25","9.25"
"116309","TCD","14.75","9.25"
"116310","TCD","15.25","9.25"
"116311","TCD","15.75","9.25"
"116312","TCD","16.25","9.25"
"116313","TCD","16.75","9.25"
"116314","TCD","17.25","9.25"
"116315","TCD","17.75","9.25"
"116316","TCD","18.25","9.25"
"116317","TCD","18.75","9.25"
"116318","TCD","19.25","9.25"
"116319","TCD","19.75","9.25"
"116320","TCD","20.25","9.25"
"116321","CAF","20.75","9.25"
"116322","CAF","21.25","9.25"
"116323","CAF","21.75","9.25"
"116324","CAF","22.25","9.25"
"116325","CAF","22.75","9.25"
"116326","CAF","23.25","9.25"
"116327","SDN","23.75","9.25"
"116328","SDN","24.25","9.25"
"116330","SDN","25.25","9.25"
"116331","SDN","25.75","9.25"
"116332","SDN","26.25","9.25"
"116333","SDN","26.75","9.25"
"116334","SDN","27.25","9.25"
"116335","SDN","27.75","9.25"
"116336","SDN","28.25","9.25"
"116337","SDN","28.75","9.25"
"116338","SDN","29.25","9.25"
"116339","SDN","29.75","9.25"
"116340","SDN","30.25","9.25"
"116341","SDN","30.75","9.25"
"116342","SDN","31.25","9.25"
"116343","SDN","31.75","9.25"
"116344","SDN","32.25","9.25"
"116345","SDN","32.75","9.25"
"116346","SDN","33.25","9.25"
"116347","SDN","33.75","9.25"
"116348","ETH","34.25","9.25"
"116349","ETH","34.75","9.25"
"116350","ETH","35.25","9.25"
"116351","ETH","35.75","9.25"
"116352","ETH","36.25","9.25"
"116353","ETH","36.75","9.25"
"116354","ETH","37.25","9.25"
"116355","ETH","37.75","9.25"
"116356","ETH","38.25","9.25"
"116357","ETH","38.75","9.25"
"116358","ETH","39.25","9.25"
"116359","ETH","39.75","9.25"
"116360","ETH","40.25","9.25"
"116361","ETH","40.75","9.25"
"116362","ETH","41.25","9.25"
"116363","ETH","41.75","9.25"
"116364","ETH","42.25","9.25"
"116365","ETH","42.75","9.25"
"116366","ETH","43.25","9.25"
"116367","SOM","43.75","9.25"
"116369","SOM","44.75","9.25"
"116371","SOM","45.75","9.25"
"116372","SOM","46.25","9.25"
"116373","SOM","46.75","9.25"
"116374","SOM","47.25","9.25"
"116375","SOM","47.75","9.25"
"116376","SOM","48.25","9.25"
"116377","SOM","48.75","9.25"
"116432","IND","76.25","9.25"
"116433","IND","76.75","9.25"
"116434","IND","77.25","9.25"
"116435","IND","77.75","9.25"
"116436","IND","78.25","9.25"
"116437","IND","78.75","9.25"
"116438","IND","79.25","9.25"
"116439","LKA","79.75","9.25"
"116440","LKA","80.25","9.25"
"116441","LKA","80.75","9.25"
"116465","IND","92.75","9.25"
"116476","THA","98.25","9.25"
"116477","THA","98.75","9.25"
"116478","THA","99.25","9.25"
"116479","THA","99.75","9.25"
"116480","THA","100.25","9.25"
"116489","VNM","104.75","9.25"
"116490","VNM","105.25","9.25"
"116491","VNM","105.75","9.25"
"116492","VNM","106.25","9.25"
"116515","PHL","117.75","9.25"
"116516","PHL","118.25","9.25"
"116517","PHL","118.75","9.25"
"116525","PHL","122.75","9.25"
"116526","PHL","123.25","9.25"
"116527","PHL","123.75","9.25"
"116529","PHL","124.75","9.25"
"116530","PHL","125.25","9.25"
"116531","PHL","125.75","9.25"
"116532","PHL","126.25","9.25"
"116556","FSM","138.25","9.25"
"116832","CRI","-83.75","8.75"
"116833","CRI","-83.25","8.75"
"116834","PAN","-82.75","8.75"
"116835","PAN","-82.25","8.75"
"116836","PAN","-81.75","8.75"
"116837","PAN","-81.25","8.75"
"116838","PAN","-80.75","8.75"
"116839","PAN","-80.25","8.75"
"116840","PAN","-79.75","8.75"
"116841","PAN","-79.25","8.75"
"116842","PAN","-78.75","8.75"
"116843","PAN","-78.25","8.75"
"116844","PAN","-77.75","8.75"
"116845","PAN","-77.25","8.75"
"116846","COL","-76.75","8.75"
"116847","COL","-76.25","8.75"
"116848","COL","-75.75","8.75"
"116849","COL","-75.25","8.75"
"116850","COL","-74.75","8.75"
"116851","COL","-74.25","8.75"
"116852","COL","-73.75","8.75"
"116853","COL","-73.25","8.75"
"116854","COL","-72.75","8.75"
"116855","VEN","-72.25","8.75"
"116856","VEN","-71.75","8.75"
"116857","VEN","-71.25","8.75"
"116858","VEN","-70.75","8.75"
"116859","VEN","-70.25","8.75"
"116860","VEN","-69.75","8.75"
"116861","VEN","-69.25","8.75"
"116862","VEN","-68.75","8.75"
"116863","VEN","-68.25","8.75"
"116864","VEN","-67.75","8.75"
"116865","VEN","-67.25","8.75"
"116866","VEN","-66.75","8.75"
"116867","VEN","-66.25","8.75"
"116868","VEN","-65.75","8.75"
"116869","VEN","-65.25","8.75"
"116870","VEN","-64.75","8.75"
"116871","VEN","-64.25","8.75"
"116872","VEN","-63.75","8.75"
"116873","VEN","-63.25","8.75"
"116874","VEN","-62.75","8.75"
"116875","VEN","-62.25","8.75"
"116876","VEN","-61.75","8.75"
"116877","VEN","-61.25","8.75"
"116878","VEN","-60.75","8.75"
"116879","VEN","-60.25","8.75"
"116880","GUY","-59.75","8.75"
"116973","SLE","-13.25","8.75"
"116974","SLE","-12.75","8.75"
"116975","SLE","-12.25","8.75"
"116976","SLE","-11.75","8.75"
"116977","SLE","-11.25","8.75"
"116978","SLE","-10.75","8.75"
"116979","GIN","-10.25","8.75"
"116980","GIN","-9.75","8.75"
"116981","GIN","-9.25","8.75"
"116982","GIN","-8.75","8.75"
"116983","GIN","-8.25","8.75"
"116984","CIV","-7.75","8.75"
"116985","CIV","-7.25","8.75"
"116986","CIV","-6.75","8.75"
"116987","CIV","-6.25","8.75"
"116988","CIV","-5.75","8.75"
"116989","CIV","-5.25","8.75"
"116990","CIV","-4.75","8.75"
"116991","CIV","-4.25","8.75"
"116992","CIV","-3.75","8.75"
"116993","CIV","-3.25","8.75"
"116994","CIV","-2.75","8.75"
"116995","GHA","-2.25","8.75"
"116996","GHA","-1.75","8.75"
"116997","GHA","-1.25","8.75"
"116998","GHA","-0.75","8.75"
"116999","GHA","-0.25","8.75"
"117000","GHA","0.25","8.75"
"117001","TGO","0.75","8.75"
"117002","TGO","1.25","8.75"
"117003","BEN","1.75","8.75"
"117004","BEN","2.25","8.75"
"117005","BEN","2.75","8.75"
"117006","NGA","3.25","8.75"
"117007","NGA","3.75","8.75"
"117008","NGA","4.25","8.75"
"117009","NGA","4.75","8.75"
"117010","NGA","5.25","8.75"
"117011","NGA","5.75","8.75"
"117012","NGA","6.25","8.75"
"117013","NGA","6.75","8.75"
"117014","NGA","7.25","8.75"
"117015","NGA","7.75","8.75"
"117016","NGA","8.25","8.75"
"117017","NGA","8.75","8.75"
"117018","NGA","9.25","8.75"
"117019","NGA","9.75","8.75"
"117020","NGA","10.25","8.75"
"117021","NGA","10.75","8.75"
"117022","NGA","11.25","8.75"
"117023","NGA","11.75","8.75"
"117024","NGA","12.25","8.75"
"117025","CMR","12.75","8.75"
"117026","CMR","13.25","8.75"
"117027","CMR","13.75","8.75"
"117028","CMR","14.25","8.75"
"117029","CMR","14.75","8.75"
"117030","TCD","15.25","8.75"
"117031","TCD","15.75","8.75"
"117032","TCD","16.25","8.75"
"117033","TCD","16.75","8.75"
"117034","TCD","17.25","8.75"
"117035","TCD","17.75","8.75"
"117036","TCD","18.25","8.75"
"117037","TCD","18.75","8.75"
"117038","CAF","19.25","8.75"
"117039","CAF","19.75","8.75"
"117040","CAF","20.25","8.75"
"117041","CAF","20.75","8.75"
"117042","CAF","21.25","8.75"
"117043","CAF","21.75","8.75"
"117044","CAF","22.25","8.75"
"117045","CAF","22.75","8.75"
"117046","CAF","23.25","8.75"
"117047","CAF","23.75","8.75"
"117048","SDN","24.25","8.75"
"117049","SDN","24.75","8.75"
"117052","SDN","26.25","8.75"
"117053","SDN","26.75","8.75"
"117054","SDN","27.25","8.75"
"117055","SDN","27.75","8.75"
"117056","SDN","28.25","8.75"
"117057","SDN","28.75","8.75"
"117058","SDN","29.25","8.75"
"117059","SDN","29.75","8.75"
"117060","SDN","30.25","8.75"
"117061","SDN","30.75","8.75"
"117062","SDN","31.25","8.75"
"117063","SDN","31.75","8.75"
"117064","SDN","32.25","8.75"
"117065","SDN","32.75","8.75"
"117066","SDN","33.25","8.75"
"117067","SDN","33.75","8.75"
"117068","ETH","34.25","8.75"
"117069","ETH","34.75","8.75"
"117070","ETH","35.25","8.75"
"117071","ETH","35.75","8.75"
"117072","ETH","36.25","8.75"
"117073","ETH","36.75","8.75"
"117074","ETH","37.25","8.75"
"117075","ETH","37.75","8.75"
"117076","ETH","38.25","8.75"
"117077","ETH","38.75","8.75"
"117078","ETH","39.25","8.75"
"117079","ETH","39.75","8.75"
"117080","ETH","40.25","8.75"
"117081","ETH","40.75","8.75"
"117082","ETH","41.25","8.75"
"117083","ETH","41.75","8.75"
"117084","ETH","42.25","8.75"
"117085","ETH","42.75","8.75"
"117086","ETH","43.25","8.75"
"117087","ETH","43.75","8.75"
"117089","SOM","44.75","8.75"
"117090","SOM","45.25","8.75"
"117091","SOM","45.75","8.75"
"117092","SOM","46.25","8.75"
"117093","SOM","46.75","8.75"
"117094","SOM","47.25","8.75"
"117095","SOM","47.75","8.75"
"117097","SOM","48.75","8.75"
"117098","SOM","49.25","8.75"
"117153","IND","76.75","8.75"
"117154","IND","77.25","8.75"
"117155","IND","77.75","8.75"
"117156","IND","78.25","8.75"
"117159","LKA","79.75","8.75"
"117160","LKA","80.25","8.75"
"117161","LKA","80.75","8.75"
"117162","LKA","81.25","8.75"
"117196","THA","98.25","8.75"
"117197","THA","98.75","8.75"
"117198","THA","99.25","8.75"
"117199","THA","99.75","8.75"
"117209","VNM","104.75","8.75"
"117210","VNM","105.25","8.75"
"117213","VNM","106.75","8.75"
"117234","PHL","117.25","8.75"
"117235","PHL","117.75","8.75"
"117236","PHL","118.25","8.75"
"117246","PHL","123.25","8.75"
"117247","PHL","123.75","8.75"
"117248","PHL","124.25","8.75"
"117249","PHL","124.75","8.75"
"117250","PHL","125.25","8.75"
"117251","PHL","125.75","8.75"
"117252","PHL","126.25","8.75"
"117552","CRI","-83.75","8.25"
"117553","CRI","-83.25","8.25"
"117554","PAN","-82.75","8.25"
"117555","PAN","-82.25","8.25"
"117556","PAN","-81.75","8.25"
"117557","PAN","-81.25","8.25"
"117558","PAN","-80.75","8.25"
"117559","PAN","-80.25","8.25"
"117560","PAN","-79.75","8.25"
"117562","PAN","-78.75","8.25"
"117563","PAN","-78.25","8.25"
"117564","PAN","-77.75","8.25"
"117565","COL","-77.25","8.25"
"117566","COL","-76.75","8.25"
"117567","COL","-76.25","8.25"
"117568","COL","-75.75","8.25"
"117569","COL","-75.25","8.25"
"117570","COL","-74.75","8.25"
"117571","COL","-74.25","8.25"
"117572","COL","-73.75","8.25"
"117573","COL","-73.25","8.25"
"117574","COL","-72.75","8.25"
"117575","VEN","-72.25","8.25"
"117576","VEN","-71.75","8.25"
"117577","VEN","-71.25","8.25"
"117578","VEN","-70.75","8.25"
"117579","VEN","-70.25","8.25"
"117580","VEN","-69.75","8.25"
"117581","VEN","-69.25","8.25"
"117582","VEN","-68.75","8.25"
"117583","VEN","-68.25","8.25"
"117584","VEN","-67.75","8.25"
"117585","VEN","-67.25","8.25"
"117586","VEN","-66.75","8.25"
"117587","VEN","-66.25","8.25"
"117588","VEN","-65.75","8.25"
"117589","VEN","-65.25","8.25"
"117590","VEN","-64.75","8.25"
"117591","VEN","-64.25","8.25"
"117592","VEN","-63.75","8.25"
"117593","VEN","-63.25","8.25"
"117594","VEN","-62.75","8.25"
"117595","VEN","-62.25","8.25"
"117596","VEN","-61.75","8.25"
"117597","VEN","-61.25","8.25"
"117598","VEN","-60.75","8.25"
"117599","VEN","-60.25","8.25"
"117600","GUY","-59.75","8.25"
"117601","GUY","-59.25","8.25"
"117693","SLE","-13.25","8.25"
"117694","SLE","-12.75","8.25"
"117695","SLE","-12.25","8.25"
"117696","SLE","-11.75","8.25"
"117697","SLE","-11.25","8.25"
"117698","SLE","-10.75","8.25"
"117699","LBR","-10.25","8.25"
"117700","LBR","-9.75","8.25"
"117701","GIN","-9.25","8.25"
"117702","GIN","-8.75","8.25"
"117703","GIN","-8.25","8.25"
"117704","CIV","-7.75","8.25"
"117705","CIV","-7.25","8.25"
"117706","CIV","-6.75","8.25"
"117707","CIV","-6.25","8.25"
"117708","CIV","-5.75","8.25"
"117709","CIV","-5.25","8.25"
"117710","CIV","-4.75","8.25"
"117711","CIV","-4.25","8.25"
"117712","CIV","-3.75","8.25"
"117713","CIV","-3.25","8.25"
"117714","CIV","-2.75","8.25"
"117715","GHA","-2.25","8.25"
"117716","GHA","-1.75","8.25"
"117717","GHA","-1.25","8.25"
"117718","GHA","-0.75","8.25"
"117719","GHA","-0.25","8.25"
"117720","GHA","0.25","8.25"
"117721","TGO","0.75","8.25"
"117722","TGO","1.25","8.25"
"117723","BEN","1.75","8.25"
"117724","BEN","2.25","8.25"
"117725","NGA","2.75","8.25"
"117726","NGA","3.25","8.25"
"117727","NGA","3.75","8.25"
"117728","NGA","4.25","8.25"
"117729","NGA","4.75","8.25"
"117730","NGA","5.25","8.25"
"117731","NGA","5.75","8.25"
"117732","NGA","6.25","8.25"
"117733","NGA","6.75","8.25"
"117734","NGA","7.25","8.25"
"117735","NGA","7.75","8.25"
"117736","NGA","8.25","8.25"
"117737","NGA","8.75","8.25"
"117738","NGA","9.25","8.25"
"117739","NGA","9.75","8.25"
"117740","NGA","10.25","8.25"
"117741","NGA","10.75","8.25"
"117742","NGA","11.25","8.25"
"117743","NGA","11.75","8.25"
"117744","NGA","12.25","8.25"
"117745","CMR","12.75","8.25"
"117746","CMR","13.25","8.25"
"117747","CMR","13.75","8.25"
"117748","CMR","14.25","8.25"
"117749","CMR","14.75","8.25"
"117750","CMR","15.25","8.25"
"117751","TCD","15.75","8.25"
"117752","TCD","16.25","8.25"
"117753","TCD","16.75","8.25"
"117754","TCD","17.25","8.25"
"117755","TCD","17.75","8.25"
"117756","TCD","18.25","8.25"
"117757","TCD","18.75","8.25"
"117761","CAF","20.75","8.25"
"117762","CAF","21.25","8.25"
"117763","CAF","21.75","8.25"
"117764","CAF","22.25","8.25"
"117765","CAF","22.75","8.25"
"117766","CAF","23.25","8.25"
"117767","CAF","23.75","8.25"
"117770","SDN","25.25","8.25"
"117772","SDN","26.25","8.25"
"117773","SDN","26.75","8.25"
"117774","SDN","27.25","8.25"
"117775","SDN","27.75","8.25"
"117776","SDN","28.25","8.25"
"117777","SDN","28.75","8.25"
"117778","SDN","29.25","8.25"
"117779","SDN","29.75","8.25"
"117780","SDN","30.25","8.25"
"117781","SDN","30.75","8.25"
"117782","SDN","31.25","8.25"
"117783","SDN","31.75","8.25"
"117784","SDN","32.25","8.25"
"117785","SDN","32.75","8.25"
"117786","ETH","33.25","8.25"
"117787","ETH","33.75","8.25"
"117788","ETH","34.25","8.25"
"117789","ETH","34.75","8.25"
"117790","ETH","35.25","8.25"
"117791","ETH","35.75","8.25"
"117792","ETH","36.25","8.25"
"117793","ETH","36.75","8.25"
"117794","ETH","37.25","8.25"
"117795","ETH","37.75","8.25"
"117796","ETH","38.25","8.25"
"117797","ETH","38.75","8.25"
"117798","ETH","39.25","8.25"
"117799","ETH","39.75","8.25"
"117800","ETH","40.25","8.25"
"117801","ETH","40.75","8.25"
"117802","ETH","41.25","8.25"
"117803","ETH","41.75","8.25"
"117804","ETH","42.25","8.25"
"117805","ETH","42.75","8.25"
"117806","ETH","43.25","8.25"
"117809","ETH","44.75","8.25"
"117810","ETH","45.25","8.25"
"117811","ETH","45.75","8.25"
"117812","ETH","46.25","8.25"
"117813","SOM","46.75","8.25"
"117814","SOM","47.25","8.25"
"117815","SOM","47.75","8.25"
"117816","SOM","48.25","8.25"
"117817","SOM","48.75","8.25"
"117818","SOM","49.25","8.25"
"117819","SOM","49.75","8.25"
"117873","IND","76.75","8.25"
"117874","IND","77.25","8.25"
"117875","IND","77.75","8.25"
"117876","IND","78.25","8.25"
"117879","LKA","79.75","8.25"
"117880","LKA","80.25","8.25"
"117881","LKA","80.75","8.25"
"117882","LKA","81.25","8.25"
"117906","IND","93.25","8.25"
"117907","IND","93.75","8.25"
"117916","THA","98.25","8.25"
"117917","THA","98.75","8.25"
"117918","THA","99.25","8.25"
"117919","THA","99.75","8.25"
"117920","THA","100.25","8.25"
"117953","PHL","116.75","8.25"
"117954","PHL","117.25","8.25"
"117964","PHL","122.25","8.25"
"117965","PHL","122.75","8.25"
"117966","PHL","123.25","8.25"
"117967","PHL","123.75","8.25"
"117968","PHL","124.25","8.25"
"117969","PHL","124.75","8.25"
"117970","PHL","125.25","8.25"
"117971","PHL","125.75","8.25"
"117972","PHL","126.25","8.25"
"118276","PAN","-81.75","7.75"
"118277","PAN","-81.25","7.75"
"118278","PAN","-80.75","7.75"
"118279","PAN","-80.25","7.75"
"118280","PAN","-79.75","7.75"
"118283","PAN","-78.25","7.75"
"118284","PAN","-77.75","7.75"
"118285","COL","-77.25","7.75"
"118286","COL","-76.75","7.75"
"118287","COL","-76.25","7.75"
"118288","COL","-75.75","7.75"
"118289","COL","-75.25","7.75"
"118290","COL","-74.75","7.75"
"118291","COL","-74.25","7.75"
"118292","COL","-73.75","7.75"
"118293","COL","-73.25","7.75"
"118294","COL","-72.75","7.75"
"118295","VEN","-72.25","7.75"
"118296","VEN","-71.75","7.75"
"118297","VEN","-71.25","7.75"
"118298","VEN","-70.75","7.75"
"118299","VEN","-70.25","7.75"
"118300","VEN","-69.75","7.75"
"118301","VEN","-69.25","7.75"
"118302","VEN","-68.75","7.75"
"118303","VEN","-68.25","7.75"
"118304","VEN","-67.75","7.75"
"118305","VEN","-67.25","7.75"
"118306","VEN","-66.75","7.75"
"118307","VEN","-66.25","7.75"
"118308","VEN","-65.75","7.75"
"118309","VEN","-65.25","7.75"
"118310","VEN","-64.75","7.75"
"118311","VEN","-64.25","7.75"
"118312","VEN","-63.75","7.75"
"118313","VEN","-63.25","7.75"
"118314","VEN","-62.75","7.75"
"118315","VEN","-62.25","7.75"
"118316","VEN","-61.75","7.75"
"118317","VEN","-61.25","7.75"
"118318","VEN","-60.75","7.75"
"118319","GUY","-60.25","7.75"
"118320","GUY","-59.75","7.75"
"118321","GUY","-59.25","7.75"
"118322","GUY","-58.75","7.75"
"118414","SLE","-12.75","7.75"
"118415","SLE","-12.25","7.75"
"118416","SLE","-11.75","7.75"
"118417","SLE","-11.25","7.75"
"118418","SLE","-10.75","7.75"
"118419","LBR","-10.25","7.75"
"118420","LBR","-9.75","7.75"
"118421","GIN","-9.25","7.75"
"118422","GIN","-8.75","7.75"
"118423","GIN","-8.25","7.75"
"118424","CIV","-7.75","7.75"
"118425","CIV","-7.25","7.75"
"118426","CIV","-6.75","7.75"
"118427","CIV","-6.25","7.75"
"118428","CIV","-5.75","7.75"
"118429","CIV","-5.25","7.75"
"118430","CIV","-4.75","7.75"
"118431","CIV","-4.25","7.75"
"118432","CIV","-3.75","7.75"
"118433","CIV","-3.25","7.75"
"118434","GHA","-2.75","7.75"
"118435","GHA","-2.25","7.75"
"118436","GHA","-1.75","7.75"
"118437","GHA","-1.25","7.75"
"118438","GHA","-0.75","7.75"
"118439","GHA","-0.25","7.75"
"118440","GHA","0.25","7.75"
"118441","TGO","0.75","7.75"
"118442","TGO","1.25","7.75"
"118443","BEN","1.75","7.75"
"118444","BEN","2.25","7.75"
"118445","NGA","2.75","7.75"
"118446","NGA","3.25","7.75"
"118447","NGA","3.75","7.75"
"118448","NGA","4.25","7.75"
"118449","NGA","4.75","7.75"
"118450","NGA","5.25","7.75"
"118451","NGA","5.75","7.75"
"118452","NGA","6.25","7.75"
"118453","NGA","6.75","7.75"
"118454","NGA","7.25","7.75"
"118455","NGA","7.75","7.75"
"118456","NGA","8.25","7.75"
"118457","NGA","8.75","7.75"
"118458","NGA","9.25","7.75"
"118459","NGA","9.75","7.75"
"118460","NGA","10.25","7.75"
"118461","NGA","10.75","7.75"
"118462","NGA","11.25","7.75"
"118463","NGA","11.75","7.75"
"118464","CMR","12.25","7.75"
"118465","CMR","12.75","7.75"
"118466","CMR","13.25","7.75"
"118467","CMR","13.75","7.75"
"118468","CMR","14.25","7.75"
"118469","CMR","14.75","7.75"
"118470","CMR","15.25","7.75"
"118471","TCD","15.75","7.75"
"118472","TCD","16.25","7.75"
"118473","TCD","16.75","7.75"
"118475","CAF","17.75","7.75"
"118478","CAF","19.25","7.75"
"118482","CAF","21.25","7.75"
"118483","CAF","21.75","7.75"
"118484","CAF","22.25","7.75"
"118485","CAF","22.75","7.75"
"118492","SDN","26.25","7.75"
